client_reference,full_customer_name,contact_email,transaction_ref,item_reference,transaction_date,amount_paid,payment_status,delivery_status,customer_segment,region,product_line,quantity_ordered,unit_cost,total_value,discount_applied,shipping_fee,tax_amount,notes_comments,last_modified_timestamp
CLI_0008,John Smith,reconcile231@test.com,TXN_00707,ITM_070,7/22/2023,222.17,PENDING,IN_TRANSIT,VIP,WEST,FASHION,10,156.62,597.62,8.44,21.22,56.69,,2023-04-03T18:30:00.000Z
CLI_0285,Bob Wilson,reconcile232@test.com,TXN_00965,ITM_128,10/10/2023,533.25,COMPLETED,PENDING,STANDARD,NORTH,ELECTRONICS,1,221.50,236.10,64.81,18.47,7.11,Additional processing required,2023-12-01T18:30:00.000Z
CLI_0484,John Smith,reconcile233@test.com,TXN_00925,ITM_173,8/17/2023,547.38,PENDING,DELIVERED,PREMIUM,SOUTH,HOME,3,59.52,730.18,33.78,27.31,11.94,,2023-09-26T18:30:00.000Z
CLI_0414,Jane Doe,reconcile234@test.com,TXN_00457,ITM_049,11/24/2023,283.05,FAILED,IN_TRANSIT,PREMIUM,WEST,FASHION,4,103.29,741.99,62.57,14.53,47.45,,2023-12-06T18:30:00.000Z
CLI_0380,Jane Doe,reconcile235@test.com,TXN_00130,ITM_081,8/10/2023,126.10,FAILED,IN_TRANSIT,VIP,WEST,FASHION,7,199.55,152.37,6.57,8.71,10.15,,2023-09-11T18:30:00.000Z
CLI_0496,Bob Wilson,reconcile236@test.com,TXN_00872,ITM_009,3/17/2023,288.54,COMPLETED,IN_TRANSIT,PREMIUM,EAST,ELECTRONICS,10,11.59,450.05,77.69,12.52,59.22,,2023-05-06T18:30:00.000Z
CLI_0149,Jane Doe,reconcile237@test.com,TXN_00998,ITM_063,10/24/2023,252.68,FAILED,DELIVERED,VIP,WEST,HOME,1,264.60,657.41,73.41,20.16,16.18,,2023-09-20T18:30:00.000Z
CLI_0053,Bob Wilson,reconcile238@test.com,TXN_00148,ITM_190,1/9/2023,143.26,FAILED,DELIVERED,STANDARD,SOUTH,ELECTRONICS,4,186.86,750.86,28.87,27.90,36.91,,2023-10-21T18:30:00.000Z
CLI_0270,Jane Doe,reconcile239@test.com,TXN_00812,ITM_108,10/21/2023,1002.28,PENDING,DELIVERED,VIP,WEST,FASHION,9,122.52,796.49,82.36,23.20,51.14,Additional processing required,2023-02-25T18:30:00.000Z
CLI_0135,John Smith,reconcile240@test.com,TXN_00468,ITM_165,12/9/2023,548.43,FAILED,DELIVERED,PREMIUM,NORTH,BOOKS,9,183.83,165.18,73.21,24.53,24.00,,2023-06-20T18:30:00.000Z
CLI_0228,Alice Johnson,reconcile241@test.com,TXN_00189,ITM_169,3/20/2023,341.08,FAILED,IN_TRANSIT,STANDARD,EAST,FASHION,2,238.26,659.21,31.58,24.89,17.16,Additional processing required,2023-08-15T18:30:00.000Z
CLI_0403,Jane Doe,reconcile242@test.com,TXN_00439,ITM_103,1/5/2023,913.29,COMPLETED,PENDING,VIP,SOUTH,HOME,1,221.86,284.48,28.88,29.95,55.99,,2023-04-17T18:30:00.000Z
CLI_0410,Alice Johnson,reconcile243@test.com,TXN_00769,ITM_099,5/14/2023,1014.65,COMPLETED,IN_TRANSIT,STANDARD,WEST,BOOKS,8,171.75,298.39,16.76,12.53,53.43,,2023-04-03T18:30:00.000Z
CLI_0345,Jane Doe,reconcile244@test.com,TXN_00002,ITM_097,3/9/2023,286.98,FAILED,DELIVERED,PREMIUM,NORTH,FASHION,5,81.04,651.66,88.14,19.05,41.60,Additional processing required,2023-02-12T18:30:00.000Z
CLI_0351,John Smith,reconcile245@test.com,TXN_00872,ITM_027,12/13/2023,686.21,PENDING,IN_TRANSIT,PREMIUM,WEST,BOOKS,6,134.65,289.86,54.32,27.16,36.56,Additional processing required,2023-06-06T18:30:00.000Z
CLI_0086,John Smith,reconcile246@test.com,TXN_00789,ITM_072,10/13/2023,431.49,FAILED,IN_TRANSIT,VIP,WEST,HOME,6,231.14,474.88,7.49,20.78,5.48,Additional processing required,2023-07-19T18:30:00.000Z
CLI_0243,Bob Wilson,reconcile247@test.com,TXN_00547,ITM_144,1/5/2023,480.56,PENDING,PENDING,PREMIUM,EAST,BOOKS,8,115.43,566.81,44.56,17.19,11.84,,2023-12-21T18:30:00.000Z
CLI_0405,Alice Johnson,reconcile248@test.com,TXN_00079,ITM_006,1/4/2023,293.94,COMPLETED,PENDING,STANDARD,NORTH,BOOKS,9,257.87,258.53,46.04,29.97,10.00,,2023-07-11T18:30:00.000Z
CLI_0373,Alice Johnson,reconcile249@test.com,TXN_00750,ITM_069,1/2/2023,567.89,PENDING,DELIVERED,STANDARD,SOUTH,FASHION,2,149.07,530.47,20.82,20.99,39.35,,2023-07-13T18:30:00.000Z
CLI_0335,Alice Johnson,reconcile250@test.com,TXN_00979,ITM_004,9/18/2023,462.55,PENDING,DELIVERED,STANDARD,SOUTH,ELECTRONICS,9,198.76,463.83,48.90,27.03,10.83,,2023-05-07T18:30:00.000Z
CLI_0496,Alice Johnson,reconcile251@test.com,TXN_00674,ITM_153,4/24/2023,178.58,PENDING,IN_TRANSIT,PREMIUM,EAST,FASHION,9,231.23,120.84,93.23,18.90,17.01,,2023-04-13T18:30:00.000Z
CLI_0481,Jane Doe,reconcile252@test.com,TXN_00920,ITM_107,11/4/2023,243.52,FAILED,IN_TRANSIT,VIP,EAST,BOOKS,1,194.42,766.45,17.06,18.29,34.41,,2023-02-23T18:30:00.000Z
CLI_0431,Bob Wilson,reconcile253@test.com,TXN_00631,ITM_158,1/2/2023,941.04,PENDING,PENDING,VIP,SOUTH,BOOKS,4,135.34,790.40,84.81,23.06,26.26,Additional processing required,2023-12-19T18:30:00.000Z
CLI_0102,Alice Johnson,reconcile254@test.com,TXN_00908,ITM_184,7/8/2023,526.51,COMPLETED,DELIVERED,STANDARD,EAST,ELECTRONICS,8,78.25,774.44,45.17,10.53,16.51,,2023-03-12T18:30:00.000Z
CLI_0133,Jane Doe,reconcile255@test.com,TXN_00085,ITM_086,2/4/2023,252.14,PENDING,DELIVERED,STANDARD,SOUTH,FASHION,7,304.52,819.75,51.89,5.77,43.76,Additional processing required,2023-10-04T18:30:00.000Z
CLI_0194,Jane Doe,reconcile256@test.com,TXN_00615,ITM_020,11/12/2023,492.30,FAILED,IN_TRANSIT,VIP,WEST,FASHION,3,104.80,370.86,19.90,18.83,35.50,,2023-11-04T18:30:00.000Z
CLI_0194,Bob Wilson,reconcile257@test.com,TXN_00024,ITM_120,2/27/2023,910.77,COMPLETED,PENDING,PREMIUM,SOUTH,ELECTRONICS,4,306.73,681.34,10.79,5.26,6.40,Additional processing required,2023-10-11T18:30:00.000Z
CLI_0446,Alice Johnson,reconcile258@test.com,TXN_00682,ITM_167,2/2/2023,1039.05,FAILED,PENDING,VIP,EAST,FASHION,8,149.59,599.69,58.65,15.03,27.59,Additional processing required,2023-10-14T18:30:00.000Z
CLI_0459,Bob Wilson,reconcile259@test.com,TXN_00073,ITM_007,8/5/2023,656.08,FAILED,DELIVERED,PREMIUM,SOUTH,ELECTRONICS,8,84.40,449.17,69.05,14.30,30.42,,2023-06-24T18:30:00.000Z
CLI_0285,Jane Doe,reconcile260@test.com,TXN_00835,ITM_131,11/16/2023,210.85,FAILED,DELIVERED,VIP,SOUTH,BOOKS,3,282.11,222.74,61.54,26.38,30.14,,2023-08-14T18:30:00.000Z
CLI_0083,Bob Wilson,reconcile261@test.com,TXN_00287,ITM_166,4/1/2023,710.57,COMPLETED,DELIVERED,PREMIUM,WEST,FASHION,2,133.05,696.88,39.61,16.68,52.36,Additional processing required,2023-11-24T18:30:00.000Z
CLI_0369,John Smith,reconcile262@test.com,TXN_00343,ITM_067,11/27/2023,927.16,COMPLETED,IN_TRANSIT,PREMIUM,WEST,HOME,9,294.59,315.67,79.91,10.60,14.55,,2023-05-01T18:30:00.000Z
CLI_0171,Jane Doe,reconcile263@test.com,TXN_00697,ITM_121,2/2/2023,187.11,COMPLETED,IN_TRANSIT,PREMIUM,EAST,FASHION,1,234.85,710.13,52.28,14.77,31.01,Additional processing required,2023-02-10T18:30:00.000Z
CLI_0259,Bob Wilson,reconcile264@test.com,TXN_00354,ITM_150,6/20/2023,1043.11,COMPLETED,IN_TRANSIT,PREMIUM,NORTH,ELECTRONICS,2,18.18,599.61,22.20,22.43,39.66,Additional processing required,2023-10-25T18:30:00.000Z
CLI_0364,John Smith,reconcile265@test.com,TXN_00204,ITM_169,3/7/2023,859.58,COMPLETED,DELIVERED,VIP,WEST,ELECTRONICS,5,105.62,772.48,82.53,8.48,8.42,,2023-12-13T18:30:00.000Z
CLI_0213,Alice Johnson,reconcile266@test.com,TXN_00227,ITM_086,6/22/2023,410.13,COMPLETED,DELIVERED,PREMIUM,EAST,FASHION,6,293.92,593.33,27.91,5.23,46.69,,2023-11-06T18:30:00.000Z
CLI_0159,John Smith,reconcile267@test.com,TXN_00963,ITM_044,10/27/2023,1023.32,COMPLETED,DELIVERED,STANDARD,SOUTH,HOME,9,113.79,773.31,2.36,13.68,22.85,Additional processing required,2023-08-15T18:30:00.000Z
CLI_0494,Bob Wilson,reconcile268@test.com,TXN_00167,ITM_050,12/4/2023,755.45,COMPLETED,DELIVERED,STANDARD,NORTH,FASHION,1,248.56,397.25,90.26,6.59,40.40,,2023-07-05T18:30:00.000Z
CLI_0342,John Smith,reconcile269@test.com,TXN_00998,ITM_080,12/4/2023,270.09,PENDING,PENDING,STANDARD,WEST,HOME,2,300.22,282.33,22.24,9.39,63.19,,2023-06-09T18:30:00.000Z
CLI_0251,John Smith,reconcile270@test.com,TXN_00093,ITM_038,2/12/2023,447.51,FAILED,PENDING,PREMIUM,EAST,ELECTRONICS,9,30.06,213.43,62.64,21.09,45.56,,2023-02-17T18:30:00.000Z
CLI_0225,Jane Doe,reconcile271@test.com,TXN_00992,ITM_190,11/22/2023,101.23,FAILED,DELIVERED,VIP,NORTH,HOME,9,146.91,303.78,15.75,22.43,64.41,,2023-02-04T18:30:00.000Z
CLI_0116,Jane Doe,reconcile272@test.com,TXN_00320,ITM_197,2/20/2023,392.91,FAILED,PENDING,PREMIUM,WEST,BOOKS,5,303.47,315.21,12.32,25.13,33.37,,2023-05-02T18:30:00.000Z
CLI_0459,Bob Wilson,reconcile273@test.com,TXN_00443,ITM_199,7/27/2023,919.66,COMPLETED,DELIVERED,VIP,WEST,FASHION,5,272.93,532.27,10.59,20.40,25.60,Additional processing required,2023-05-03T18:30:00.000Z
CLI_0165,Bob Wilson,reconcile274@test.com,TXN_00226,ITM_044,2/10/2023,130.71,FAILED,IN_TRANSIT,VIP,EAST,FASHION,5,31.42,543.69,11.65,27.93,6.95,,2023-06-18T18:30:00.000Z
CLI_0289,Jane Doe,reconcile275@test.com,TXN_00101,ITM_046,7/12/2023,590.20,FAILED,IN_TRANSIT,STANDARD,SOUTH,ELECTRONICS,6,210.63,400.51,61.53,5.08,45.71,Additional processing required,2023-05-04T18:30:00.000Z
CLI_0042,John Smith,reconcile276@test.com,TXN_00102,ITM_005,11/9/2023,166.11,PENDING,DELIVERED,PREMIUM,EAST,FASHION,9,41.34,283.77,25.58,10.74,29.60,,2023-12-12T18:30:00.000Z
CLI_0401,John Smith,reconcile277@test.com,TXN_00754,ITM_007,10/14/2023,217.97,PENDING,PENDING,STANDARD,WEST,FASHION,9,212.21,839.20,3.23,5.83,43.08,,2023-03-14T18:30:00.000Z
CLI_0180,Alice Johnson,reconcile278@test.com,TXN_00005,ITM_088,3/16/2023,690.91,COMPLETED,DELIVERED,PREMIUM,SOUTH,FASHION,1,78.97,831.51,11.57,12.29,62.57,,2023-04-16T18:30:00.000Z
CLI_0070,Bob Wilson,reconcile279@test.com,TXN_00233,ITM_085,8/19/2023,457.70,PENDING,DELIVERED,PREMIUM,EAST,ELECTRONICS,5,120.84,897.68,95.86,5.19,40.03,Additional processing required,2023-05-08T18:30:00.000Z
CLI_0126,Jane Doe,reconcile280@test.com,TXN_00496,ITM_106,12/17/2023,832.97,FAILED,DELIVERED,PREMIUM,SOUTH,FASHION,1,288.92,152.18,16.01,5.73,32.14,,2023-05-25T18:30:00.000Z
CLI_0216,Jane Doe,reconcile281@test.com,TXN_00796,ITM_144,11/9/2023,578.72,PENDING,DELIVERED,PREMIUM,EAST,BOOKS,3,71.25,704.81,20.34,15.16,45.56,Additional processing required,2023-08-25T18:30:00.000Z
CLI_0351,John Smith,reconcile282@test.com,TXN_00668,ITM_104,12/16/2023,1047.80,PENDING,PENDING,VIP,SOUTH,HOME,1,191.56,844.29,7.33,19.11,7.63,,2023-04-08T18:30:00.000Z
CLI_0272,Jane Doe,reconcile283@test.com,TXN_00234,ITM_134,3/15/2023,641.93,PENDING,PENDING,VIP,WEST,FASHION,10,307.61,575.50,88.57,6.02,23.05,,2023-12-03T18:30:00.000Z
CLI_0304,Jane Doe,reconcile284@test.com,TXN_00392,ITM_176,1/17/2023,247.48,FAILED,PENDING,STANDARD,EAST,ELECTRONICS,7,249.98,309.43,62.00,6.79,12.00,Additional processing required,2023-07-15T18:30:00.000Z
CLI_0463,John Smith,reconcile285@test.com,TXN_00571,ITM_124,12/12/2023,914.56,PENDING,PENDING,VIP,WEST,HOME,1,19.62,489.89,44.94,26.38,33.44,,2023-08-16T18:30:00.000Z
CLI_0129,Jane Doe,reconcile286@test.com,TXN_00413,ITM_018,3/18/2023,249.72,FAILED,PENDING,PREMIUM,SOUTH,ELECTRONICS,10,56.91,662.29,97.17,11.84,27.44,Additional processing required,2023-06-12T18:30:00.000Z
CLI_0256,Alice Johnson,reconcile287@test.com,TXN_00299,ITM_030,12/9/2023,811.18,PENDING,DELIVERED,PREMIUM,NORTH,ELECTRONICS,7,118.34,443.40,0.81,26.38,47.92,Additional processing required,2023-05-15T18:30:00.000Z
CLI_0361,Bob Wilson,reconcile288@test.com,TXN_00104,ITM_014,3/12/2023,346.93,FAILED,PENDING,STANDARD,EAST,ELECTRONICS,7,165.87,240.46,65.69,23.85,44.98,,2023-05-12T18:30:00.000Z
CLI_0180,Alice Johnson,reconcile289@test.com,TXN_00329,ITM_045,3/1/2023,383.08,PENDING,DELIVERED,PREMIUM,EAST,ELECTRONICS,1,244.90,621.61,51.74,22.72,29.12,,2023-10-10T18:30:00.000Z
CLI_0059,John Smith,reconcile290@test.com,TXN_00868,ITM_083,8/15/2023,183.40,FAILED,DELIVERED,PREMIUM,SOUTH,ELECTRONICS,3,301.14,213.39,47.20,22.41,44.81,,2023-11-19T18:30:00.000Z
CLI_0331,Alice Johnson,reconcile291@test.com,TXN_00059,ITM_142,3/23/2023,756.70,FAILED,DELIVERED,PREMIUM,WEST,FASHION,9,182.53,462.97,84.31,24.35,18.93,,2023-09-08T18:30:00.000Z
CLI_0152,Bob Wilson,reconcile292@test.com,TXN_00274,ITM_119,10/5/2023,268.85,PENDING,IN_TRANSIT,STANDARD,SOUTH,HOME,7,13.43,149.13,80.61,28.40,53.33,,2023-10-24T18:30:00.000Z
CLI_0401,Jane Doe,reconcile293@test.com,TXN_00110,ITM_036,9/21/2023,216.92,COMPLETED,DELIVERED,PREMIUM,WEST,FASHION,4,70.70,466.35,94.48,14.10,22.61,Additional processing required,2023-08-10T18:30:00.000Z
CLI_0040,Bob Wilson,reconcile294@test.com,TXN_00815,ITM_135,10/5/2023,808.99,FAILED,PENDING,PREMIUM,WEST,ELECTRONICS,6,19.53,113.48,97.51,19.25,61.62,,2023-09-16T18:30:00.000Z
CLI_0022,Alice Johnson,reconcile295@test.com,TXN_00437,ITM_019,10/5/2023,785.51,COMPLETED,IN_TRANSIT,VIP,SOUTH,FASHION,2,235.58,174.44,46.41,28.00,56.98,,2023-01-12T18:30:00.000Z
CLI_0489,Alice Johnson,reconcile296@test.com,TXN_00312,ITM_169,6/6/2023,385.20,PENDING,PENDING,PREMIUM,WEST,ELECTRONICS,5,108.99,504.06,1.35,14.52,59.46,,2023-09-02T18:30:00.000Z
CLI_0337,Bob Wilson,reconcile297@test.com,TXN_00570,ITM_120,12/13/2023,646.89,COMPLETED,IN_TRANSIT,PREMIUM,SOUTH,BOOKS,9,273.90,198.77,8.69,26.16,61.77,,2023-04-23T18:30:00.000Z
CLI_0334,Bob Wilson,reconcile298@test.com,TXN_00401,ITM_198,10/11/2023,307.13,FAILED,DELIVERED,STANDARD,WEST,BOOKS,4,147.44,313.17,73.64,16.86,51.93,,2023-02-25T18:30:00.000Z
CLI_0291,Alice Johnson,reconcile299@test.com,TXN_00915,ITM_186,5/8/2023,812.90,PENDING,DELIVERED,PREMIUM,EAST,BOOKS,2,87.36,697.76,18.89,25.58,13.92,,2023-07-04T18:30:00.000Z
CLI_0119,Jane Doe,reconcile300@test.com,TXN_00970,ITM_162,3/11/2023,1026.73,PENDING,DELIVERED,VIP,EAST,FASHION,1,101.09,200.33,37.19,12.22,5.20,Additional processing required,2023-07-23T18:30:00.000Z
